
########## PHASE 2: ZSTD_CCtx_params object API ##########
createCCtxParams                                         nonnull=1
reset(L-100).ldmMinMatch                                 0
reset(L-100).ldmBucketSizeLog                            0
reset(L-100).ldmHashRateLog                              0
reset(L-100).contentSizeFlag                             1
reset(L-100).checksumFlag                                0
reset(L-100).dictIDFlag                                  1
reset(L-100).nbWorkers                                   0
reset(L-100).jobSize                                     ERR Unsupported parameter
reset(L-100).overlapLog                                  ERR Unsupported parameter
reset(L-100).rsyncable                                   ERR Unsupported parameter
reset(L-100).format                                      0
reset(L-100).forceMaxWindow                              0
reset(L-100).forceAttachDict                             0
reset(L-100).literalCompressionMode                      0
reset(L-100).srcSizeHint                                 0
reset(L-100).enableDedicatedDictSearch                   0
reset(L-100).stableInBuffer                              0
reset(L-100).stableOutBuffer                             0
reset(L-100).blockDelimiters                             0
reset(L-100).validateSequences                           0
reset(L-100).blockSplitterLevel                          0
reset(L-100).splitAfterSequences                         0
reset(L-100).useRowMatchFinder                           0
reset(L-100).deterministicRefPrefix                      0
reset(L-100).prefetchCDictTables                         0
reset(L-100).enableSeqProducerFallback                   0
reset(L-100).maxBlockSize                                0
reset(L-100).repcodeResolution                           0
reset(L-100).searchForExternalRepcodes                   0
CCtxParams_registerSequenceProducer(NULL,NULL)           done
  estCCtxSize after registerSeqProd                      OK 1303576
setParametersUsingCCtxParams                             OK 0
usingCCtxParams c2(L-100)                                OK     27874 fnv=97d7363b2f2e5e2b
  roundtrip                                              match
  compressStream2(start session)                         OK 0
  setParametersUsingCCtxParams mid                       ERR(60) Operation not authorized at current processing stage
setParametersUsingCCtxParams(NULLparams)                 ERR(60) Operation not authorized at current processing stage
freeCCtxParams                                           OK 0
createCDict_advanced2[dlm0,dct0]                         nonnull=1
  sizeof_CDict[dlm0,dct0]                                117312
  dictID[dlm0,dct0]                                      109343164
  cParamsFromCDict[dlm0,dct0]                            w=13 h=14 ch=13 s=6 m=4 t=8 st=5
createCDict_advanced2[dlm0,dct1]                         nonnull=1
  sizeof_CDict[dlm0,dct1]                                117312
  dictID[dlm0,dct1]                                      0
  cParamsFromCDict[dlm0,dct1]                            w=13 h=14 ch=13 s=6 m=4 t=8 st=5
createCDict_advanced2[dlm0,dct2]                         nonnull=1
  sizeof_CDict[dlm0,dct2]                                117312
  dictID[dlm0,dct2]                                      109343164
  cParamsFromCDict[dlm0,dct2]                            w=13 h=14 ch=13 s=6 m=4 t=8 st=5
createCDict_advanced2[dlm1,dct0]                         nonnull=1
  sizeof_CDict[dlm1,dct0]                                113216
  dictID[dlm1,dct0]                                      109343164
  cParamsFromCDict[dlm1,dct0]                            w=13 h=14 ch=13 s=6 m=4 t=8 st=5
createCDict_advanced2[dlm1,dct1]                         nonnull=1
  sizeof_CDict[dlm1,dct1]                                113216
  dictID[dlm1,dct1]                                      0
  cParamsFromCDict[dlm1,dct1]                            w=13 h=14 ch=13 s=6 m=4 t=8 st=5
createCDict_advanced2[dlm1,dct2]                         nonnull=1
  sizeof_CDict[dlm1,dct2]                                113216
  dictID[dlm1,dct2]                                      109343164
  cParamsFromCDict[dlm1,dct2]                            w=13 h=14 ch=13 s=6 m=4 t=8 st=5

########## total observations: 1502 ##########
=== done ===
